example_id                          | status | run_time        |
----------------------------------- | ------ | --------------- |
./spec/answer_spec.rb[1:1:1:1:1]    | passed | 0.00106 seconds |
./spec/answer_spec.rb[1:1:1:2:1]    | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:1:2:1:1]    | passed | 0.0001 seconds  |
./spec/answer_spec.rb[1:2:1:1:1:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:2:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:3:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:4:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:5:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:6:1]  | passed | 0.00048 seconds |
./spec/answer_spec.rb[1:2:1:1:7:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:8:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:9:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:10:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:1:11:1] | passed | 0.00015 seconds |
./spec/answer_spec.rb[1:2:1:1:12:1] | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:1:13:1] | passed | 0.00014 seconds |
./spec/answer_spec.rb[1:2:1:2:1:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:2:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:3:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:4:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:5:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:6:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:2:7:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:8:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:9:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:10:1] | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:2:11:1] | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:2:12:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:2:13:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:1:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:2:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:3:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:3:4:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:5:1]  | passed | 0.00014 seconds |
./spec/answer_spec.rb[1:2:1:3:6:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:7:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:8:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:9:1]  | passed | 0.00012 seconds |
./spec/answer_spec.rb[1:2:1:3:10:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:11:1] | passed | 0.00014 seconds |
./spec/answer_spec.rb[1:2:1:3:12:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:3:13:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:4:1:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:4:2:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:4:3:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:4:4:1]  | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:4:5:1]  | passed | 0.00012 seconds |
./spec/answer_spec.rb[1:2:1:4:6:1]  | passed | 0.00037 seconds |
./spec/answer_spec.rb[1:2:1:4:7:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:4:8:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:4:9:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:4:10:1] | passed | 0.00012 seconds |
./spec/answer_spec.rb[1:2:1:4:11:1] | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:4:12:1] | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:4:13:1] | passed | 0.00011 seconds |
./spec/answer_spec.rb[1:2:1:5:1:1]  | passed | 0.00014 seconds |
./spec/answer_spec.rb[1:2:1:5:2:1]  | passed | 0.00014 seconds |
./spec/answer_spec.rb[1:2:1:5:3:1]  | passed | 0.00013 seconds |
./spec/answer_spec.rb[1:2:1:5:4:1]  | passed | 0.00014 seconds |
./spec/validation_spec.rb[1:1:1:1]  | passed | 0.0004 seconds  |
./spec/validation_spec.rb[1:2:1:1]  | passed | 0.00155 seconds |
./spec/validation_spec.rb[1:2:2:1]  | passed | 0.00035 seconds |
./spec/validation_spec.rb[1:2:3:1]  | passed | 0.00047 seconds |
